artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Thrice,Logged In,Anabelle,F,0,Simpson,134.60853,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541044398796.0,259,The Red Death,200,1541393112796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Alicia Keys,Logged In,Anabelle,F,1,Simpson,229.0673,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541044398796.0,259,If I Ain't Got You,200,1541393246796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
,Logged In,Anabelle,F,2,Simpson,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Home,1541044398796.0,259,,200,1541393249796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Euge Groove,Logged In,Jahiem,M,0,Miles,265.482,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540817347796.0,245,Tenderly,200,1541394769796,"""Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",43
Metallica / Marianne Faithfull,Logged In,Katherine,F,0,Gay,279.11791,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540968306796.0,56,The Memory Remains,200,1541396838796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10""",57
Nana Caymmi,Logged In,Katherine,F,1,Gay,174.41914,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540968306796.0,56,Fim De Caso,200,1541397117796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10""",57
Johnny Burnette,Logged In,Katherine,F,2,Gay,134.84363,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540968306796.0,56,I've Got A Lot Of Things To Do,200,1541397291796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10""",57
Arctic Monkeys,Logged In,Katherine,F,3,Gay,177.94567,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540968306796.0,56,Fake Tales Of San Francisco,200,1541397425796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10""",57
,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940782796.0,224,,200,1541399572796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
DeGarmo & Key,Logged In,Chloe,F,1,Cuevas,236.48608,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,224,I'm Accepted (The Pledge Album Version),200,1541399606796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541016707796.0,232,,200,1541402189796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Extrawelt,Logged In,Ryan,M,1,Smith,338.23302,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,232,Stammgast,200,1541402262796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
,Logged In,Aleena,F,0,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,260,,200,1541404103796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,1,Kirby,,paid,"Waterloo-Cedar Falls, IA",PUT,Logout,1541022995796.0,260,,307,1541404104796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged Out,,,2,,,paid,,GET,Home,,260,,200,1541404109796,,
Powderfinger,Logged In,Harper,M,0,Barrett,276.68853,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,My Happiness,200,1541407366796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Radiohead,Logged In,Harper,M,1,Barrett,247.06567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Black Star,200,1541407642796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Kid Cudi Vs Crookers,Logged In,Brantley,M,0,West,162.97751,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1541056614796.0,242,Day 'N' Nite,200,1541407807796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,28
Three Days Grace,Logged In,Harper,M,2,Barrett,186.90567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Just Like You,200,1541407889796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Monty Python,Logged In,Harper,M,3,Barrett,15.85587,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Comfy Chair (The Final Rip Off Remix),200,1541408075796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Rise Against,Logged In,Harper,M,4,Barrett,241.55383,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Long Forgotten Sons,200,1541408090796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Jimmy Eat World,Logged In,Harper,M,5,Barrett,166.00771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,The Middle,200,1541408331796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Rise Against,Logged In,Harper,M,6,Barrett,165.14567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Under The Knife,200,1541408497796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Chaka Khan,Logged In,Harper,M,7,Barrett,280.86812,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Ain't Nobody (Album Version),200,1541408662796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Paper Lace,Logged In,Harper,M,8,Barrett,192.07791,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,The Night Chicago Died,200,1541408942796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940782796.0,267,,200,1541409038796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Pixies,Logged In,Harper,M,9,Barrett,113.78893,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Break My Body,200,1541409134796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Wolfgang Gartner,Logged In,Harper,M,10,Barrett,415.97342,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Fire Power,200,1541409247796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
No Doubt,Logged In,Devin,M,0,Larson,269.73995,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1541045604796.0,59,Sometimes,200,1541409629796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,60
The Lonely Island / Julian Casablancas,Logged In,Harper,M,11,Barrett,192.9922,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Boombox,200,1541409662796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Eminem,Logged In,Harper,M,12,Barrett,284.18567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,The Real Slim Shady,200,1541409854796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Martin Gore,Logged In,Sara,F,0,Johnson,241.10975,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,By This River,200,1541409990796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
The Animals,Logged In,Harper,M,13,Barrett,242.05016,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,For Miss Caulker (1999 Digital Remaster),200,1541410138796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Florence + The Machine,Logged In,Sara,F,1,Johnson,168.64608,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,You've Got The Love,200,1541410231796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1540266185796.0,241,,200,1541410265796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",10
Hot Water Music,Logged In,Harper,M,14,Barrett,157.85751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,The Sense,200,1541410380796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Bill Withers,Logged In,Sara,F,2,Johnson,383.73832,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Make Love To Your Mind,200,1541410399796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
311,Logged In,Harper,M,15,Barrett,194.32444,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Eons,200,1541410537796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Bloc Party,Logged In,Harper,M,16,Barrett,215.11791,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,The Pioneers,200,1541410731796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Nino Bravo,Logged In,Sara,F,3,Johnson,218.48771,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Amanecer,200,1541410782796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
JosÃÂ© GonzÃÂ¡lez,Logged In,Harper,M,17,Barrett,143.93424,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,The Nest,200,1541410946796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Taking Back Sunday,Logged In,Sara,F,4,Johnson,249.99138,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,This Photograph Is Proof {I Know You Know] (Album Version),200,1541411000796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Jack Johnson,Logged In,Harper,M,18,Barrett,207.64689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Better Together,200,1541411089796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
The Rolling Stones,Logged In,Sara,F,5,Johnson,274.1024,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Stop Breaking Down,200,1541411249796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Euge Groove,Logged In,Harper,M,19,Barrett,265.482,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Tenderly,200,1541411296796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
School Of Seven Bells,Logged In,Tegan,F,0,Levine,262.37342,free,"Portland-South Portland, ME",PUT,NextSong,1540794356796.0,254,Chain,200,1541411470796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
P!nk,Logged In,Sara,F,6,Johnson,227.02975,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Glitter In The Air,200,1541411523796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Nancy Wilson,Logged In,Harper,M,20,Barrett,122.77506,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,I Believe In You,200,1541411561796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Enrique Iglesias,Logged In,Harper,M,21,Barrett,235.17995,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Ring My Bells,200,1541411683796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Katie Melua,Logged In,Sara,F,7,Johnson,242.83383,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Scary Films,200,1541411750796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Harmonia,Logged In,Harper,M,22,Barrett,655.77751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Sehr kosmisch,200,1541411918796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
The RH Factor,Logged In,Sara,F,8,Johnson,233.35138,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Hold On,200,1541411992796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Moose,Logged In,Chloe,F,1,Cuevas,490.21342,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,267,Do You Remember,200,1541412174796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
KATAKLYSM,Logged In,Sara,F,9,Johnson,162.92526,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,In Shadows And Dust,200,1541412225796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Lily Allen,Logged In,Sara,F,10,Johnson,159.84281,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Everybody's Changing,200,1541412387796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Florence + The Machine,Logged In,Sara,F,11,Johnson,258.55955,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Cosmic Love,200,1541412546796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Placebo,Logged In,Harper,M,23,Barrett,254.45832,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Taste In Men,200,1541412573796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
DJ Dizzy,Logged In,Chloe,F,2,Cuevas,221.1522,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,267,Sexy Bitch,200,1541412664796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Camera Obscura,Logged In,Sara,F,12,Johnson,188.02893,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Anti-Western,200,1541412804796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Nick Cave & The Bad Seeds,Logged In,Harper,M,24,Barrett,265.27302,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Spell,200,1541412827796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Queens Of The Stone Age,Logged In,Chloe,F,3,Cuevas,364.90404,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,267,God Is On The Radio,200,1541412885796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Linkin Park,Logged In,Sara,F,13,Johnson,494.99383,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Bleed It Out [Live At Milton Keynes],200,1541412992796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Dwight Yoakam,Logged In,Harper,M,25,Barrett,239.3073,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,You're The One,200,1541413092796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
,Logged In,Harper,M,26,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540685364796.0,129,,200,1541413101796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
mewithoutYou,Logged In,Chloe,F,4,Cuevas,311.562,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,267,Bullet To Binary (Pt. Two),200,1541413249796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
The New Pornographers,Logged In,Harper,M,27,Barrett,189.02159,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,All The Things That Go To Make Heaven And Earth,200,1541413331796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Edward Sharpe & The Magnetic Zeros,Logged In,Sara,F,14,Johnson,306.31138,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Home,200,1541413486796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Diego Torres,Logged In,Harper,M,28,Barrett,227.18649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,SueÃÂ±os,200,1541413520796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Francisca Valenzuela,Logged In,Harper,M,29,Barrett,174.70649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,MuÃÂ©rdete la lengua,200,1541413747796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Pendulum,Logged In,Sara,F,15,Johnson,315.71546,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,The Other Side (album version),200,1541413792796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Local Natives,Logged In,Harper,M,30,Barrett,330.89261,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Shape Shifter,200,1541413921796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Daft Punk,Logged In,Sara,F,16,Johnson,416.522,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Emotion,200,1541414107796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Soda Stereo,Logged In,Harper,M,31,Barrett,211.61751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Danza Rota,200,1541414251796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
The Cardigans,Logged In,Harper,M,32,Barrett,198.21669,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Lovefool,200,1541414462796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
,Logged In,Harper,M,33,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540685364796.0,129,,200,1541414463796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
ETERNAL FEATURING BEBE WINANS,Logged In,Sara,F,17,Johnson,218.40934,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,I Wanna Be The Only One,200,1541414523796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Kings Of Leon,Logged In,Harper,M,34,Barrett,201.79546,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Revelry,200,1541414660796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Julie Doiron,Logged In,Sara,F,18,Johnson,165.92934,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Me and My Friend,200,1541414741796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
,Logged Out,,,0,,,paid,,PUT,Login,,269,,307,1541414804796,,
,Logged In,Aleena,F,1,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,269,,200,1541414811796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Kinky,Logged In,Aleena,F,2,Kirby,211.90485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Cornman,200,1541414815796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
LU,Logged In,Harper,M,35,Barrett,321.54077,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Una Confusion,200,1541414861796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Tub Ring,Logged In,Sara,F,19,Johnson,233.69098,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Invalid,200,1541414906796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Nickel Creek,Logged In,Aleena,F,3,Kirby,301.40036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,The Lighthouse's Tale,200,1541415026796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Massive Attack,Logged In,Sara,F,20,Johnson,288.65261,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,One Love,200,1541415139796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
